car_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
12090, 3 Series,2013,7991,Manual,75000,Diesel,20,68.9,2.0
12091, 3 Series,2014,8991,Semi-Auto,81641,Diesel,20,68.9,2.0
12092, 3 Series,2014,13891,Semi-Auto,28173,Diesel,125,58.9,2.0
12093, 3 Series,2017,17980,Semi-Auto,32181,Diesel,150,57.6,2.0
12094, 4 Series,2015,16480,Automatic,31935,Diesel,30,65.7,2.0
12095, 3 Series,2019,28480,Semi-Auto,3838,Diesel,150,48.7,2.0
12096, 1 Series,2017,17695,Automatic,4632,Petrol,145,54.3,1.5
12097, X3,2019,35995,Semi-Auto,5904,Petrol,145,30.4,2.0
12098, X3,2019,35995,Semi-Auto,3986,Petrol,145,30.4,2.0
12099, X3,2019,34995,Automatic,6123,Diesel,145,54.3,2.0
12100, 3 Series,2019,30495,Automatic,8,Diesel,145,50.4,2.0
12101, X1,2019,26980,Semi-Auto,6744,Petrol,150,39.2,2.0
12102, X5,2019,59980,Semi-Auto,9257,Diesel,150,33.6,3.0
12103, 3 Series,2017,22480,Semi-Auto,31421,Diesel,150,53.3,3.0
12104, 2 Series,2017,18675,Automatic,13475,Diesel,145,62.8,2.0
12105, 1 Series,2013,10995,Semi-Auto,32514,Diesel,30,64.2,2.0
12106, X1,2015,16995,Automatic,33184,Diesel,125,60.1,2.0
12107, 3 Series,2017,13795,Manual,15467,Petrol,145,48.7,2.0
12108, 1 Series,2015,12250,Manual,34473,Petrol,125,52.3,1.5
12109, 1 Series,2016,11891,Manual,42964,Diesel,20,70.6,1.5
12110, 2 Series,2019,22995,Automatic,1247,Diesel,145,68.9,2.0
12111, 1 Series,2019,29995,Semi-Auto,4628,Petrol,145,34.5,2.0
12112, 2 Series,2016,14995,Automatic,59634,Diesel,145,55.4,2.0
12113, X1,2016,15995,Manual,46907,Diesel,125,58.9,2.0
12114, X7,2020,64995,Semi-Auto,3452,Diesel,150,33.6,3.0
12115, X1,2019,28995,Semi-Auto,4524,Petrol,150,40.9,1.5
12116, X1,2019,29995,Semi-Auto,2701,Petrol,150,39.8,2.0
12117, X5,2019,46995,Semi-Auto,5187,Diesel,145,37.7,3.0
12118, 3 Series,2017,17995,Manual,20438,Diesel,30,64.2,2.0
12119, 5 Series,2016,19495,Semi-Auto,74836,Diesel,200,47.9,3.0
12120, X1,2019,27995,Semi-Auto,4663,Petrol,145,37.7,1.5
12121, 1 Series,2015,12995,Semi-Auto,19022,Petrol,30,58.9,1.5
12122, 2 Series,2016,16495,Semi-Auto,23604,Petrol,30,55.4,1.5
12123, 3 Series,2016,17995,Semi-Auto,70538,Diesel,160,51.4,3.0
12124, 5 Series,2016,17995,Semi-Auto,52511,Diesel,125,60.1,2.0
12125, 5 Series,2018,24998,Semi-Auto,21756,Diesel,150,60.1,2.0
12126, X1,2018,19798,Semi-Auto,5666,Petrol,150,46.3,1.5
12127, 1 Series,2018,18698,Semi-Auto,9312,Diesel,150,65.7,2.0
12128, 4 Series,2017,18980,Semi-Auto,31250,Diesel,150,65.7,2.0
12129, 4 Series,2018,26980,Semi-Auto,11612,Petrol,150,41.5,3.0
12130, 1 Series,2018,17480,Manual,20376,Petrol,150,52.3,1.5
12131, 1 Series,2017,18980,Semi-Auto,42660,Petrol,150,39.8,3.0
12132, 4 Series,2018,26980,Semi-Auto,6173,Petrol,150,41.5,3.0
12133, 1 Series,2016,12980,Manual,18229,Petrol,125,53.3,1.5
12134, 2 Series,2016,14480,Semi-Auto,19821,Diesel,30,64.2,2.0
12135, 2 Series,2019,21980,Semi-Auto,7594,Diesel,150,51.4,2.0
12136, 2 Series,2019,20980,Semi-Auto,7494,Petrol,150,50.4,2.0
12137, 5 Series,2019,28980,Semi-Auto,3445,Diesel,150,60.1,2.0
12138, X3,2019,33980,Semi-Auto,9067,Diesel,150,54.3,2.0
12139, 4 Series,2019,24740,Semi-Auto,101,Diesel,145,60.1,2.0
12140, 4 Series,2019,27480,Semi-Auto,6196,Diesel,145,50.4,3.0
12141, 3 Series,2019,25970,Semi-Auto,1501,Diesel,145,52.3,2.0
12142, 2 Series,2017,13298,Semi-Auto,24536,Diesel,20,68.9,2.0
12143, 3 Series,2013,8298,Manual,63636,Diesel,20,68.9,2.0
12144, 2 Series,2018,17498,Semi-Auto,22480,Petrol,145,50.4,1.5
12145, 1 Series,2017,20298,Semi-Auto,31934,Petrol,200,39.8,3.0
12146, 2 Series,2017,15998,Semi-Auto,32377,Diesel,145,65.7,2.0
12147, 3 Series,2014,11998,Semi-Auto,59752,Petrol,205,43.5,2.0
12148, 2 Series,2017,17495,Semi-Auto,35128,Diesel,150,55.4,2.0
12149, 1 Series,2019,18480,Manual,5501,Diesel,150,70.6,1.5
12150, X5,2019,46980,Semi-Auto,2062,Diesel,150,37.7,3.0
12151, 4 Series,2019,25980,Semi-Auto,4963,Petrol,150,45.6,2.0
12152, 1 Series,2019,22980,Semi-Auto,5166,Petrol,150,40.4,1.5
12153, 4 Series,2019,22980,Semi-Auto,8672,Diesel,150,65.7,2.0
12154, 5 Series,2019,27980,Semi-Auto,5171,Diesel,150,65.7,2.0
12155, 5 Series,2017,26980,Semi-Auto,24891,Diesel,145,53.3,3.0
12156, 5 Series,2018,23980,Semi-Auto,19203,Diesel,145,65.7,2.0
12157, 3 Series,2018,23980,Semi-Auto,11717,Diesel,145,57.7,2.0
12158, 1 Series,2019,16480,Manual,1501,Diesel,145,68.9,2.0
12159, 1 Series,2019,16440,Manual,1501,Diesel,145,72.4,1.5
12160, 3 Series,2019,27440,Semi-Auto,15639,Diesel,145,52.3,2.0
12161, 1 Series,2019,16440,Manual,13461,Diesel,145,72.4,1.5
12162, 1 Series,2019,16380,Manual,101,Petrol,145,53.3,1.5
12163, 4 Series,2019,24970,Semi-Auto,101,Petrol,145,45.6,2.0
12164, 1 Series,2020,24880,Manual,1550,Diesel,145,53.3,2.0
12165, 6 Series,2017,27825,Semi-Auto,20643,Diesel,145,51.4,3.0
12166, 2 Series,2016,17495,Manual,31000,Petrol,260,36.2,3.0
12167, 7 Series,2019,37999,Semi-Auto,19423,Diesel,150,54.3,3.0
12168, 2 Series,2019,21980,Semi-Auto,5936,Petrol,145,50.4,2.0
12169, 2 Series,2019,21980,Semi-Auto,7315,Petrol,145,50.4,2.0
12170, 2 Series,2014,9480,Manual,46498,Diesel,20,68.9,2.0
12171, 2 Series,2019,22480,Semi-Auto,1000,Petrol,150,50.4,1.5
12172, 5 Series,2019,32980,Semi-Auto,8188,Diesel,150,51.4,3.0
12173, 5 Series,2019,25980,Semi-Auto,5389,Petrol,150,36.2,2.0
12174, 5 Series,2019,31980,Automatic,1980,Petrol,145,48.7,2.0
12175, X5,2016,27495,Automatic,57908,Hybrid,0,85.6,2.0
12176, i3,2015,15498,Automatic,33931,Hybrid,0,470.8,0.0
12177, 6 Series,2015,21298,Automatic,25757,Diesel,160,49.6,3.0
12178, 5 Series,2017,22998,Semi-Auto,27395,Diesel,145,60.1,2.0
12179, 5 Series,2015,15998,Semi-Auto,44436,Diesel,145,53.3,3.0
12180, 7 Series,2014,21498,Semi-Auto,24528,Petrol,300,32.8,4.4
12181, X3,2019,34980,Semi-Auto,2311,Diesel,145,54.3,2.0
12182, 3 Series,2014,11480,Manual,60301,Diesel,30,61.4,2.0
12183, 5 Series,2015,16980,Semi-Auto,36257,Diesel,145,53.3,3.0
12184, X1,2019,24980,Semi-Auto,5218,Petrol,145,35.3,2.0
12185, X1,2019,23700,Semi-Auto,5756,Diesel,145,60.1,2.0
12186, X2,2019,27000,Semi-Auto,4724,Diesel,145,58.9,2.0
12187, 1 Series,2019,29980,Automatic,3768,Diesel,145,48.7,2.0
12188, 5 Series,2019,36480,Automatic,6552,Diesel,145,53.3,3.0
12189, 4 Series,2019,26980,Automatic,101,Petrol,145,48.7,2.0
12190, 5 Series,2019,30980,Automatic,102,Petrol,145,50.4,2.0
12191, 5 Series,2019,32980,Automatic,101,Petrol,145,50.4,2.0
12192, M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0
12193, M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0
12194, M4,2019,41980,Semi-Auto,101,Petrol,145,34.0,3.0
12195, X4,2019,40980,Automatic,2526,Petrol,145,26.9,3.0
12196, X3,2019,47980,Automatic,5801,Diesel,145,48.7,3.0
12197, X5,2019,48980,Semi-Auto,9591,Diesel,145,37.7,3.0
12198, 4 Series,2019,31480,Automatic,5757,Diesel,145,47.9,3.0
12199, M3,2018,37991,Manual,18311,Petrol,150,32.1,3.0
12200, X3,2017,23282,Semi-Auto,30505,Diesel,145,54.3,2.0
12201, X5,2019,44800,Semi-Auto,12587,Diesel,145,37.7,3.0
12202, 5 Series,2017,21420,Semi-Auto,31569,Diesel,145,65.7,2.0
12203, 2 Series,2019,19980,Manual,5701,Diesel,145,64.2,2.0
12204, 3 Series,2018,22980,Semi-Auto,18286,Diesel,145,56.5,3.0
12205, 5 Series,2017,24480,Semi-Auto,49329,Diesel,145,60.1,3.0
12206, 2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5
12207, 2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5
12208, 2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5
12209, 5 Series,2019,27490,Semi-Auto,7000,Petrol,145,50.4,2.0
12210, Z4,2020,50800,Semi-Auto,1142,Petrol,145,33.2,3.0
12211, 3 Series,2019,28400,Semi-Auto,7954,Diesel,145,49.6,3.0
12212, i8,2014,43497,Automatic,41237,Hybrid,0,134.5,1.5
12213, M5,2019,65000,Semi-Auto,4800,Petrol,145,26.9,4.4
12214, 1 Series,2016,13260,Manual,20702,Diesel,30,65.7,2.0
12215, X1,2019,25000,Manual,110,Diesel,145,60.1,2.0
12216, 3 Series,2015,14590,Semi-Auto,71902,Diesel,125,57.6,2.0
12217, 4 Series,2019,31480,Automatic,6035,Diesel,145,50.4,3.0
12218, 1 Series,2019,21480,Semi-Auto,8151,Petrol,145,47.9,2.0
12219, 1 Series,2016,13780,Manual,29993,Diesel,20,70.6,1.5
12220, 3 Series,2019,24980,Automatic,7249,Petrol,145,46.3,2.0
12221, 4 Series,2019,27980,Semi-Auto,8523,Diesel,145,50.4,3.0
12222, 2 Series,2019,21680,Semi-Auto,8994,Petrol,145,47.9,2.0
12223, 3 Series,2019,28710,Semi-Auto,4568,Diesel,145,52.3,2.0
12224, X3,2019,56000,Semi-Auto,4187,Petrol,145,24.8,3.0
12225, X5,2014,23557,Automatic,58577,Diesel,200,45.6,3.0
12226, X4,2019,34000,Semi-Auto,8515,Diesel,145,42.8,2.0
12227, 3 Series,2019,25000,Semi-Auto,19470,Diesel,145,51.4,3.0
12228, 1 Series,2019,38555,Semi-Auto,2195,Petrol,145,34.5,2.0
12229, 1 Series,2019,27515,Semi-Auto,3260,Petrol,145,42.8,1.5
12230, X4,2019,39950,Semi-Auto,5491,Petrol,145,26.9,3.0
12231, 1 Series,2018,15637,Manual,18021,Petrol,145,37.7,1.5
12232, 5 Series,2019,44190,Semi-Auto,6187,Petrol,145,37.7,3.0
12233, M3,2015,29991,Semi-Auto,41500,Petrol,305,34.0,3.0
12234, 1 Series,2019,21980,Manual,2921,Petrol,145,44.1,1.5
12235, 1 Series,2019,21980,Manual,2630,Petrol,145,44.1,1.5
12236, X3,2019,33980,Semi-Auto,7861,Diesel,145,54.3,2.0
12237, 3 Series,2018,25480,Semi-Auto,14951,Petrol,145,41.5,3.0
12238, 1 Series,2016,12556,Manual,39726,Diesel,20,72.4,1.5
12239, 5 Series,2015,19676,Semi-Auto,37749,Diesel,160,49.6,3.0
12240, 3 Series,2017,18970,Semi-Auto,35269,Diesel,145,56.5,3.0
12241, 1 Series,2019,21480,Semi-Auto,7796,Petrol,145,47.9,2.0
12242, 3 Series,2019,25480,Automatic,9839,Diesel,145,57.7,2.0
12243, 3 Series,2019,28980,Semi-Auto,7851,Petrol,145,42.2,2.0
12244, 4 Series,2016,19980,Semi-Auto,17117,Diesel,160,52.3,3.0
12245, 7 Series,2020,57980,Semi-Auto,3301,Diesel,145,41.5,3.0
12246, 5 Series,2020,33980,Semi-Auto,1175,Diesel,145,62.8,2.0
12247, 5 Series,2019,37980,Automatic,5265,Diesel,145,51.4,3.0
12248, 3 Series,2018,21805,Semi-Auto,28013,Diesel,145,53.3,3.0
12249, 1 Series,2019,21490,Semi-Auto,7801,Petrol,145,47.9,2.0
12250, X5,2019,47950,Semi-Auto,1080,Petrol,145,27.2,3.0
12251, X3,2020,51395,Semi-Auto,171,Diesel,145,48.7,3.0
12252, 3 Series,2020,43970,Semi-Auto,1381,Petrol,145,41.5,2.0
12253, X4,2019,39480,Automatic,3201,Diesel,145,40.4,3.0
12254, 3 Series,2018,19785,Semi-Auto,30187,Diesel,145,62.8,2.0
12255, X5,2016,26510,Automatic,66246,Diesel,200,47.1,3.0
12256, X3,2017,24991,Semi-Auto,27125,Diesel,150,54.3,2.0
12257, 3 Series,2016,12991,Manual,37594,Diesel,30,62.8,2.0
12258, 5 Series,2015,13740,Semi-Auto,56753,Diesel,30,62.8,2.0
12259, 4 Series,2020,25453,Semi-Auto,2540,Diesel,145,65.7,2.0
12260, 4 Series,2017,20945,Semi-Auto,34764,Diesel,145,52.3,3.0
12261, 4 Series,2019,23480,Automatic,6771,Petrol,145,48.7,2.0
12262, 1 Series,2019,22980,Manual,3744,Petrol,145,44.1,1.5
12263, 3 Series,2020,32980,Semi-Auto,1001,Diesel,145,50.4,2.0
12264, 3 Series,2020,32980,Semi-Auto,1000,Diesel,145,50.4,2.0
12265, 3 Series,2020,32980,Semi-Auto,1000,Diesel,145,50.4,2.0
12266, 2 Series,2017,22980,Semi-Auto,18688,Petrol,145,39.8,3.0
12267, 2 Series,2016,14980,Semi-Auto,43774,Diesel,30,64.2,2.0
12268, X5,2019,50480,Automatic,6215,Diesel,145,37.7,3.0
12269, X6,2019,40980,Automatic,4155,Diesel,145,44.8,3.0
12270, 2 Series,2019,21980,Automatic,2728,Petrol,145,50.4,2.0
12271, 3 Series,2019,32980,Automatic,2561,Diesel,145,49.6,2.0
12272, 2 Series,2019,34950,Manual,3254,Diesel,145,54.3,1.5
12273, 4 Series,2019,24480,Automatic,3106,Diesel,145,65.7,2.0
12274, X3,2019,30850,Semi-Auto,14260,Petrol,145,30.4,2.0
12275, 1 Series,2017,14127,Manual,43655,Diesel,20,68.9,2.0
12276, 5 Series,2017,20900,Semi-Auto,40910,Diesel,145,65.7,2.0
12277, 5 Series,2017,22695,Semi-Auto,14563,Diesel,145,65.7,2.0
12278, 1 Series,2017,13515,Manual,49335,Diesel,145,68.9,2.0
12279, 5 Series,2016,19370,Semi-Auto,47937,Diesel,160,51.4,3.0
12280, 1 Series,2016,14066,Manual,19023,Diesel,20,68.9,2.0
12281, 5 Series,2018,24600,Semi-Auto,20000,Diesel,150,68.9,2.0
12282, M4,2017,29991,Semi-Auto,60584,Petrol,150,34.0,3.0
12283, 1 Series,2018,23491,Manual,12139,Petrol,150,36.2,3.0
12284, 3 Series,2020,44320,Semi-Auto,160,Diesel,145,49.6,2.0
12285, 5 Series,2020,54845,Semi-Auto,450,Diesel,145,60.1,3.0
12286, 5 Series,2019,24990,Semi-Auto,6486,Diesel,145,62.8,2.0
12287, X1,2017,20950,Semi-Auto,31834,Petrol,160,44.8,2.0
12288, M4,2019,46000,Semi-Auto,1921,Petrol,145,32.5,3.0
12289, 2 Series,2015,18991,Semi-Auto,57003,Petrol,260,37.2,3.0
12290, 1 Series,2017,21800,Semi-Auto,16166,Petrol,145,39.8,3.0
12291, 5 Series,2019,30991,Semi-Auto,2435,Hybrid,135,156.9,2.0
12292, 1 Series,2017,16995,Semi-Auto,23426,Petrol,145,47.9,2.0
12293, 1 Series,2015,16495,Semi-Auto,22886,Diesel,125,61.4,2.0
12294, 3 Series,2019,26999,Semi-Auto,9000,Diesel,145,52.3,2.0
12295, 3 Series,2015,16299,Manual,24331,Petrol,200,41.5,2.0
12296, 4 Series,2016,19999,Semi-Auto,8147,Diesel,30,65.7,2.0
12297, 6 Series,2016,22500,Semi-Auto,39950,Diesel,205,49.6,3.0
12298, 1 Series,2019,17980,Manual,7103,Diesel,145,70.6,1.5
12299, 2 Series,2019,22950,Semi-Auto,3660,Diesel,145,61.4,2.0
12300, 3 Series,2019,24480,Semi-Auto,298,Diesel,145,53.3,2.0
12301, 1 Series,2019,19250,Semi-Auto,5298,Diesel,145,67.3,2.0
12302, 3 Series,2016,15991,Semi-Auto,53331,Diesel,30,64.2,2.0
12303, X4,2019,36900,Semi-Auto,12855,Diesel,145,40.4,3.0
12304, X5,2019,51250,Semi-Auto,3658,Diesel,145,37.7,3.0
12305, X6,2016,44160,Semi-Auto,25684,Petrol,570,25.4,4.4
12306, 1 Series,2018,22320,Semi-Auto,21341,Petrol,145,32.5,3.0
12307, 3 Series,2017,27490,Semi-Auto,25632,Diesel,145,49.6,3.0
12308, 4 Series,2017,19991,Semi-Auto,32351,Diesel,160,52.3,3.0
12309, 2 Series,2015,19140,Semi-Auto,12117,Petrol,260,35.8,3.0
12310, 2 Series,2016,16250,Semi-Auto,37014,Diesel,125,57.6,2.0
12311, M4,2018,34991,Semi-Auto,17923,Petrol,145,34.0,3.0
12312, 3 Series,2017,17000,Semi-Auto,22639,Petrol,150,48.7,2.0
12313, 2 Series,2018,19995,Semi-Auto,26101,Diesel,150,60.1,2.0
12314, M4,2018,55991,Semi-Auto,4000,Petrol,145,33.6,3.0
12315, X5,2019,59000,Semi-Auto,3276,Diesel,145,33.6,3.0
12316, 4 Series,2019,29000,Semi-Auto,2963,Diesel,145,60.1,2.0
12317, 8 Series,2019,54991,Semi-Auto,8966,Petrol,145,33.6,3.0
12318, 4 Series,2018,27000,Semi-Auto,14519,Diesel,145,50.4,3.0
12319, M2,2019,37990,Semi-Auto,19548,Petrol,145,29.1,3.0
12320, 1 Series,2016,11499,Manual,25000,Diesel,20,70.6,1.5
12321, 4 Series,2015,17495,Semi-Auto,12836,Diesel,30,65.7,2.0
12322, X5,2016,26995,Automatic,46126,Diesel,200,47.1,3.0
12323, 2 Series,2018,17495,Automatic,10526,Petrol,145,40.9,1.5
12324, X3,2016,20991,Semi-Auto,28737,Diesel,150,54.3,2.0
12325, 5 Series,2015,15990,Semi-Auto,17324,Diesel,30,62.8,2.0
12326, 3 Series,2018,21380,Semi-Auto,6641,Petrol,145,48.7,2.0
12327, 2 Series,2019,19950,Semi-Auto,8973,Diesel,145,49.6,2.0
12328, X3,2017,27980,Semi-Auto,14130,Diesel,150,48.7,3.0
12329, 4 Series,2016,17580,Semi-Auto,29387,Petrol,165,44.8,2.0
12330, 1 Series,2017,15490,Semi-Auto,57796,Diesel,150,67.3,2.0
12331, 1 Series,2017,15280,Manual,10191,Diesel,150,68.9,2.0
12332, 7 Series,2019,38980,Semi-Auto,11126,Diesel,150,58.9,3.0
12333, X2,2019,26950,Semi-Auto,7989,Petrol,150,39.2,2.0
12334, M4,2019,45940,Semi-Auto,3447,Petrol,145,34.0,3.0
12335, 1 Series,2018,17280,Semi-Auto,20033,Diesel,145,67.3,2.0
12336, X2,2019,22000,Manual,4931,Petrol,145,41.5,1.5
12337, 2 Series,2019,24590,Semi-Auto,3300,Diesel,145,48.7,2.0
12338, 5 Series,2019,28810,Semi-Auto,5211,Diesel,145,65.7,2.0
12339, 3 Series,2019,25000,Semi-Auto,3932,Diesel,145,62.8,2.0
12340, 2 Series,2020,28655,Manual,3297,Petrol,145,52.3,1.5
12341, X2,2020,34360,Semi-Auto,835,Petrol,145,38.7,2.0
12342, X1,2020,35040,Semi-Auto,562,Diesel,145,60.1,2.0
12343, 3 Series,2013,12480,Semi-Auto,37603,Diesel,30,62.8,2.0
12344, 2 Series,2019,18480,Semi-Auto,5356,Petrol,145,42.2,1.5
12345, 3 Series,2019,23980,Manual,2926,Diesel,145,56.5,2.0
12346, 1 Series,2017,13680,Manual,24780,Petrol,145,53.3,1.5
12347, X3,2014,19640,Semi-Auto,80078,Diesel,200,47.1,3.0
12348, 2 Series,2018,18791,Semi-Auto,11984,Petrol,145,48.7,2.0
12349, i8,2019,64750,Automatic,2277,Hybrid,140,141.2,1.5
12350, 1 Series,2019,22940,Semi-Auto,1320,Petrol,150,40.4,1.5
12351, 4 Series,2019,24970,Semi-Auto,4415,Petrol,145,45.6,2.0
12352, 1 Series,2019,19250,Semi-Auto,6173,Diesel,145,67.3,2.0
12353, Z4,2019,38850,Semi-Auto,1561,Petrol,150,33.2,3.0
12354, X2,2019,26940,Semi-Auto,6055,Diesel,150,58.9,2.0
12355, X2,2018,23000,Semi-Auto,10342,Petrol,145,39.2,2.0
12356, 1 Series,2017,16995,Automatic,13552,Diesel,145,68.9,1.5
12357, 1 Series,2016,11980,Manual,49629,Petrol,125,53.3,1.5
12358, 3 Series,2019,27940,Semi-Auto,4916,Petrol,145,45.6,2.0
12359, 1 Series,2019,18440,Semi-Auto,7561,Diesel,145,47.9,1.5
12360, 5 Series,2020,26450,Semi-Auto,25,Diesel,145,65.7,2.0
12361, X1,2019,25980,Semi-Auto,8083,Diesel,145,60.1,2.0
12362, 4 Series,2019,28970,Semi-Auto,11075,Diesel,145,50.4,3.0
12363, 5 Series,2019,28380,Semi-Auto,6,Diesel,145,65.7,2.0
12364, 3 Series,2019,25940,Semi-Auto,7726,Diesel,145,53.3,2.0
12365, X2,2019,29980,Semi-Auto,9882,Petrol,145,34.0,2.0
12366, 3 Series,2017,17490,Semi-Auto,29009,Diesel,150,64.2,2.0
12367, X5,2014,24480,Automatic,66088,Diesel,205,47.1,3.0
12368, 3 Series,2018,17290,Semi-Auto,8988,Diesel,150,68.9,2.0
12369, 3 Series,2018,24280,Semi-Auto,20606,Petrol,150,46.3,2.0
12370, 2 Series,2017,15480,Manual,23430,Petrol,150,55.4,1.5
12371, X2,2019,26940,Semi-Auto,6659,Diesel,150,58.9,2.0
12372, 5 Series,2019,27750,Semi-Auto,500,Hybrid,145,49.6,2.0
12373, 5 Series,2019,24980,Semi-Auto,5196,Diesel,145,65.7,2.0
12374, X3,2019,31940,Semi-Auto,4238,Petrol,145,30.4,2.0
12375, 3 Series,2020,28980,Semi-Auto,892,Petrol,145,42.2,2.0
12376, X3,2020,34440,Semi-Auto,105,Diesel,145,54.3,2.0
12377, X2,2020,26850,Semi-Auto,105,Diesel,145,50.4,2.0
12378, 3 Series,2019,32940,Semi-Auto,7258,Diesel,145,49.6,2.0
12379, 3 Series,2015,17990,Semi-Auto,31835,Diesel,145,56.5,3.0
12380, 1 Series,2017,19680,Semi-Auto,15385,Diesel,145,61.4,2.0
12381, 5 Series,2015,21857,Semi-Auto,44183,Diesel,160,49.6,3.0
12382, 5 Series,2017,28920,Semi-Auto,22158,Diesel,145,51.4,3.0
12383, X5,2019,46991,Semi-Auto,7260,Diesel,145,37.7,3.0
12384, X5,2019,46991,Semi-Auto,8778,Diesel,145,37.7,3.0
12385, 1 Series,2019,29980,Semi-Auto,5369,Petrol,150,34.5,2.0
12386, 2 Series,2018,18890,Semi-Auto,13472,Petrol,145,50.4,1.5
12387, 2 Series,2016,13998,Manual,18807,Diesel,20,74.3,1.5
12388, 2 Series,2018,16998,Semi-Auto,9511,Petrol,150,50.4,2.0
12389, X5,2019,47440,Semi-Auto,9415,Diesel,145,37.7,3.0
12390, 3 Series,2019,30650,Automatic,7491,Petrol,145,41.5,2.0
12391, X3,2019,34440,Semi-Auto,105,Diesel,145,54.3,2.0
12392, 3 Series,2013,10010,Semi-Auto,58916,Diesel,30,65.7,2.0
12393, 3 Series,2014,11471,Manual,24904,Petrol,165,44.8,2.0
12394, 1 Series,2017,21498,Manual,16273,Petrol,145,36.2,3.0
12395, 3 Series,2017,13298,Semi-Auto,60406,Diesel,145,74.3,2.0
12396, 3 Series,2017,13298,Semi-Auto,75418,Diesel,0,74.3,2.0
12397, 1 Series,2017,19798,Semi-Auto,35403,Petrol,145,39.8,3.0
12398, X1,2017,20260,Semi-Auto,21320,Diesel,145,57.6,2.0
12399, 3 Series,2014,12080,Automatic,76587,Diesel,125,57.6,3.0
12400, 2 Series,2018,16570,Manual,16404,Diesel,145,64.2,2.0
12401, 3 Series,2015,8691,Manual,73017,Diesel,20,68.9,2.0
12402, X7,2019,69940,Automatic,2689,Diesel,145,33.6,3.0
12403, 4 Series,2019,25850,Semi-Auto,101,Petrol,145,48.7,2.0
12404, 1 Series,2019,16380,Manual,5997,Petrol,145,53.3,1.5
12405, 4 Series,2015,17980,Manual,38500,Petrol,300,34.9,3.0
12406, 2 Series,2019,21880,Semi-Auto,1853,Petrol,145,40.9,1.5
12407, 2 Series,2019,21980,Semi-Auto,6093,Petrol,145,50.4,2.0
12408, 1 Series,2019,19940,Semi-Auto,2635,Petrol,145,54.3,1.5
12409, 3 Series,2013,9991,Semi-Auto,58974,Diesel,30,62.8,2.0
12410, X1,2016,18995,Automatic,14496,Diesel,125,57.6,2.0
12411, 1 Series,2019,17480,Manual,15953,Petrol,145,52.3,1.5
12412, 5 Series,2017,30950,Semi-Auto,20564,Petrol,145,37.7,3.0
12413, 4 Series,2017,19440,Semi-Auto,19025,Diesel,125,60.1,2.0
12414, 1 Series,2019,22940,Manual,5170,Petrol,145,41.5,1.5
12415, X5,2017,28980,Automatic,24749,Diesel,145,50.4,2.0
12416, 3 Series,2018,16980,Semi-Auto,31500,Diesel,145,74.3,2.0
12417, 3 Series,2019,25995,Semi-Auto,9913,Diesel,145,57.7,2.0
12418, 3 Series,2019,26995,Semi-Auto,9698,Diesel,145,53.3,2.0
12419, 5 Series,2019,34995,Semi-Auto,6523,Diesel,145,56.5,3.0
12420, 2 Series,2019,27995,Automatic,1501,Hybrid,135,113.0,1.5
12421, 4 Series,2019,28995,Semi-Auto,10000,Diesel,145,65.7,2.0
12422, X3,2019,37995,Semi-Auto,20467,Diesel,150,36.7,3.0
12423, 5 Series,2018,29995,Semi-Auto,28399,Petrol,150,39.2,3.0
12424, 2 Series,2018,24995,Semi-Auto,12793,Petrol,150,39.8,3.0
12425, Z4,2019,35995,Semi-Auto,1501,Petrol,145,37.2,2.0
12426, 5 Series,2014,14995,Semi-Auto,42749,Diesel,150,55.4,2.0
12427, X1,2019,25995,Semi-Auto,5200,Petrol,145,46.3,1.5
12428, 5 Series,2019,39995,Semi-Auto,1501,Petrol,145,39.2,3.0
12429, X5,2019,49995,Semi-Auto,1972,Diesel,145,37.7,3.0
12430, X6,2019,56995,Semi-Auto,2055,Diesel,145,34.9,3.0
12431, X5,2019,49995,Semi-Auto,4552,Diesel,145,37.7,3.0
12432, 2 Series,2019,21995,Manual,11,Petrol,145,42.2,1.5
12433, X5,2019,47995,Semi-Auto,12488,Petrol,145,27.2,3.0
12434, X3,2019,32995,Semi-Auto,1107,Petrol,145,30.4,2.0
12435, 1 Series,2017,21995,Semi-Auto,12729,Petrol,200,39.8,3.0
12436, 3 Series,2014,16495,Semi-Auto,27092,Diesel,125,58.9,2.0
12437, 5 Series,2017,23495,Semi-Auto,25544,Diesel,145,65.7,2.0
12438, 3 Series,2019,28495,Semi-Auto,11,Petrol,145,42.2,2.0
12439, 4 Series,2019,29995,Semi-Auto,11,Diesel,145,65.7,2.0
12440, X1,2019,25995,Manual,11,Diesel,145,36.7,2.0
12441, X3,2019,31995,Semi-Auto,11,Petrol,145,31.4,2.0
12442, 3 Series,2018,19495,Semi-Auto,12849,Diesel,145,64.2,2.0
12443, 4 Series,2019,29995,Semi-Auto,10,Petrol,145,48.7,2.0
12444, 4 Series,2019,29995,Semi-Auto,6592,Diesel,145,52.3,3.0
12445, X1,2014,9530,Manual,47262,Diesel,165,51.4,2.0
12446, 3 Series,2015,14107,Manual,30140,Diesel,30,64.2,2.0
